 Latitude , Longitude , Magnitude 
-2.7718,100.7891,3.8
3.6429,95.1817,3.5
-5.6261,102.6395,4.8
-4.0469,101.4787,4.3
-4.8658,101.8926,5.3
-4.0357,102.6344,4.1
-1.8947,102.3592,4.2
-4.9,103.2507,5
-4.9375,103.2393,5.3
-5.6133,104.4807,3.6
-5.4373,104.8227,4
1.1001,100.1141,4
-5.8153,102.6499,4.1
-2.0488,100.1054,4.6
-2.4976,101.2732,4
2.8561,96.4816,4.9
0.2221,99.7099,4.4
1.4056,97.5709,3.7
-4.2795,102.1437,4.4
0.5522,98.0733,4.2
1.0209,96.4225,3.4
-4.9692,104.5415,3.7
-1.0384,100.5937,3.7
-5.4043,102.6798,4.7
-6.0621,95.765,4.3
-5.1372,103.1925,3.5
1.9799,97.9391,5.3
-5.5393,103.2889,4.8
-5.5073,102.5248,3.5
-3.1115,101.0312,3.5
-4.991,102.2909,3.7
-0.5484,98.0171,4.7
-5.1576,102.0101,4.7
-2.0356,99.3079,4.4
-2.0157,99.456,5
-4.9971,104.4119,3.9
1.4506,97.6943,4.3
-2.6137,102.4809,3.9
-2.3501,104.4358,3.6
-5.2948,101.4814,3.1
-3.0311,100.7439,4.8
-6.086,101.9445,4.3
3.8914,94.9951,4.1
-5.0984,102.465,4.9
-1.5881,100.6297,4.4
-1.6019,101.1602,4
-4.9088,103.0086,4.8
2.944,98.8495,4.4
-2.723,101.6256,4.4
1.1473,99.8169,3.3
-5.3773,101.8876,3.9
2.6463,97.225,4.4
-0.1076,98.6163,3.8
3.4125,95.9012,9
3.128,95.0526,4.7
3.4851,94.9903,4.7
0.3268,96.9775,5.4
5.7401,95.1432,5.4
4.9274,96.5315,5.3
4.8386,95.5185,4.4
3.102,95.0083,4.5
3.1873,96.0193,5.4
2.499,95.5732,4.9
3.0537,95.2568,4.9
3.6773,97.6498,4.3
2.7355,95.8464,4.8
3.8024,96.3065,4.3
4.2741,95.377,4.5
2.8048,95.4104,4.5
4.3458,95.2646,5
3.2589,95.9445,4.2
4.7603,95.005,5.2
3.9911,95.3828,4.1
4.4641,96.2043,4.4
3.2427,95.9913,4
4.5858,96.6848,4.2
-0.0121,99.3331,4.1
5.1622,95.7139,4.1
4.7961,95.116,5.3
5.1121,95.9369,4.2
2.8431,95.7401,4.4
3.6414,95.4485,4.5
4.6219,95.1082,4.7
4.2854,95.171,5.2
-3.44,101.4431,4.9
4.3757,95.1106,4.1
-3.2899,101.5076,4
1.0655,97.1328,4.1
2.4389,95.949,4.5
3.2737,95.0212,4.5
3.3284,95.1372,4.7
4.895,95.7643,4.4
4.5762,99.4319,4.7
4.6018,95.1181,4.9
5.05,95.5695,4.6
4.5484,95.2869,4.4
4.6703,95.4666,4
3.1351,95.192,3.9
4.0008,95.6964,4.4
-3.9834,104.1445,4.1
3.7022,95.5851,4.2
-3.3512,101.6312,5
2.5103,95.5519,4.5
4.5208,96.3536,5.5
4.1661,97.8234,4.9
4.385,95.1045,4.8
3.5788,97.1356,4.6
3.1591,95.5051,3.8
2.7088,95.6347,4.4
1.0111,96.5097,4
3.7199,95.3368,3.7
2.5213,96.0033,4.3
1.4686,98.9697,3.9
2.1747,96.2782,4.4
4.5048,96.2236,4.3
3.734,96.3254,4.6
4.7244,95.1702,4.7
3.5754,97.3138,4.4
2.8043,95.6247,4.7
2.6584,98.8052,4.1
2.5255,96.8793,3.9
-1.5138,103.1194,3.6
2.9889,95.551,5.6
-5.2913,102.5446,4.6
-3.6398,100.8449,4.7
2.5649,97.8126,3.9
4.7598,97.5642,4.5
4.0323,95.8806,4.1
4.7273,95.1487,5.7
4.7058,95.2465,3.7
4.2148,95.1144,3.8
2.765,95.7629,3.7
5.5561,96.65,3.9
3.4203,96.8012,3.9
2.4577,97.9946,3.6
2.3249,95.8434,3.5
2.6604,96.0585,4.8
2.7344,95.6483,4.7
4.6583,95.1016,4.7
3.4123,95.0965,4.5
-0.1378,100.6283,4.1
4.7296,97.801,3.6
4.6512,97.7939,3.8
4.6746,95.1552,4.8
2.9028,95.6013,5.7
5.1033,95.9091,3.8
4.5683,96.4424,4.5
3.6816,96.7071,4.3
2.7959,95.5674,3.7
4.1971,95.8602,3.7
3.2872,96.2045,3.9
-1.6601,97.4721,3.8
3.1853,96.2399,4.2
2.7725,95.5769,5
2.4286,95.5954,4.2
3.9263,95.5606,3.9
4.6515,95.1713,5.7
2.4404,95.7777,4.1
2.3365,95.571,3.9
4.2806,96.0957,3.4
2.6414,95.3383,3.6
5.008,96.1543,5
4.8079,96.6808,4.3
4.5,95.1636,5
2.6941,95.3106,4.4
2.5081,98.3321,3.6
0.4773,96.9924,4.2
3.8504,95.4979,4.3
4.5376,95.4938,4
4.6045,95.6055,4
-0.1022,101.0536,4.2
-0.0921,99.2766,3.8
4.2219,95.5082,4.6
2.9301,96.084,4.8
2.5768,95.3753,3.6
2.8315,95.548,5.4
2.6551,95.3651,4.3
3.1036,96.2394,4
4.8594,95.3906,3.7
3.4513,95.0824,4.1
3.14,95.4235,4.3
3.1031,96.9751,3.6
2.5481,95.8665,3.7
4.4886,95.0108,4.7
2.579,96.5791,3.8
2.9555,95.5429,3.9
2.8408,96.0416,3.8
3.4173,97.7608,3.8
4.0716,97.2159,3.7
5.3031,95.9816,4.2
3.4871,95.6195,4.9
4.3955,95.19,4.5
5.6617,95.2406,3.4
4.0243,95.5777,3.7
4.0852,97.0666,3.7
2.5274,95.6083,3.7
4.5385,95.0017,3.6
4.6662,95.0939,4.8
4.3184,95.2087,5.1
5.3763,95.8822,4
3.2268,95.6072,3.8
3.3332,95.3615,3.9
3.2562,96.0839,4.9
-0.0093,100.1548,3.5
3.1671,95.2983,5.3
3.4879,95.2661,3.9
3.931,95.6753,4.2
-0.9113,96.8164,3.7
4.7347,95.1736,5.9
1.1131,99.579,3.4
4.5473,96.8461,3.4
2.8333,95.746,3.6
2.5854,95.5427,4.2
5.7938,96.6986,2.9
2.8603,95.6467,5.7
3.6711,95.5254,4.9
-3.993,102.6719,4.8
2.2394,97.2844,5
3.0431,95.5511,5.2
5.0774,96.2727,4.5
3.2465,96.5738,4.9
4.7524,95.2217,4.8
3.2224,95.4538,5.8
4.4536,95.0026,4.7
2.7286,96.2041,4.8
2.3531,95.8247,4.7
2.7195,95.9758,4.8
4.5643,96.7037,5
4.7763,95.2989,4.8
2.8278,95.3866,4.6
4.8152,95.2647,4.7
4.7685,95.1457,4.6
4.693,95.271,4.9
2.4972,95.5657,3.7
4.2877,95.9275,3.3
2.5459,95.6658,4.1
4.4511,95.0546,4.4
5.7724,95.4292,4
2.2012,95.5304,4
2.7715,95.6813,4.8
2.3964,95.7806,4.3
4.6141,96.0919,4.6
4.6109,96.1764,4.5
3.3279,95.4095,3.4
5.1647,95.0452,3.6
4.8892,96.4245,4.8
4.4295,96.6737,4.8
4.1408,95.6748,4.1
1.7555,96.9902,3.5
-5.582,103.2216,3.7
-3.5014,101.5821,4.6
4.2203,95.9561,4.5
4.1567,95.4934,3.8
3.7434,96.0661,4.1
4.4772,95.8628,4.4
4.3178,95.4464,4.5
4.8379,95.0606,6
5.4756,95.0517,4
2.8991,95.4759,4.8
3.2077,96.4051,3.8
2.5435,95.6133,4.1
4.4889,95.4568,4
0.2099,98.6521,4.6
3.7104,94.9948,4.3
0.0708,98.5771,3.8
3.6331,95.7647,3.6
2.5654,95.7471,4.5
3.0238,96.4193,4.7
3.9651,95.8277,3.5
0.2343,100.7033,3.4
4.6178,95.1833,4.5
3.5432,95.5591,4.1
4.7942,95.1094,4.5
3.2223,95.0758,3.9
5.4476,97.3719,3.3
4.342,97.835,4.9
4.0513,97.542,3.7
4.069,97.4892,4.6
3.8045,97.2404,4.2
2.5649,95.9295,4.2
2.638,95.1154,3.8
2.6266,95.5316,4.8
4.2221,98.0052,3.7
2.5781,95.9306,4.3
-4.9953,103.2323,3.4
4.3943,95.4436,4.8
4.6246,95.9802,4.7
3.5682,95.6165,4
5.1706,95.7294,3.8
2.6372,96.0162,3.7
4.5634,96.3739,3.6
4.7703,95.2357,5
0.275,98.2851,3.8
-6.0719,105.7611,3.6
2.5727,95.7318,3.8
2.6901,96.0025,4.9
4.6001,95.1471,4.3
2.6042,95.4708,4.4
0.217,98.7094,4.1
4.0277,94.985,4.3
2.0027,97.5428,3.3
2.8713,95.1966,3.4
2.7989,95.6261,4.4
4.5792,95.1286,4.8
3.888,95.9732,5
3.6678,95.0057,4.2
2.6683,95.837,3.3
2.4433,95.1928,4.2
4.047,95.006,4.7
5.1887,95.531,3.1
4.3287,95.0444,3.4
3.3644,95.4556,3.1
-6.066,104.4718,4.5
2.6362,96.0046,4
3.526,96.7027,4
4.2595,96.7971,4.6
4.7437,95.2581,5
4.8612,94.9878,4.7
4.4662,95.3029,4.4
2.7269,95.4658,4.6
3.958,96.1276,3.8
5.5487,95.9437,3.9
3.0838,95.0117,4.7
4.5177,95.0109,4.9
1.234,97.2818,4.8
1.1933,97.131,4.4
4.6056,95.1076,4.7
2.4661,95.3843,4.5
-5.5526,106.0422,3.9
4.0906,95.648,4.4
4.8105,95.1272,4.7
2.546,95.5099,4.7
4.3626,96.1068,3.8
2.922,95.2979,3.5
4.8576,96.3218,3.5
2.2732,95.2776,3.3
2.6177,95.8303,4.5
2.5242,96.0878,4.1
4.6921,96.1199,5.3
4.4657,94.9805,4
2.5631,95.8787,4.7
2.5906,95.3989,4.4
2.6109,95.4851,4.5
4.7574,95.2379,4.9
3.0892,95.0666,4.4
4.3588,96.0294,3.5
4.4015,97.1772,3.9
1.0668,98.7281,4.5
2.6305,96.2574,4.6
-3.7369,100.2168,3.7
2.7157,95.3236,4.7
3.1488,95.3557,3.5
2.853,96.0152,4.1
3.2413,96.266,4.8
2.5269,95.064,4
3.7193,96.3943,4.1
4.2235,97.3563,4.6
5.39,95.2234,3.7
-4.9749,101.6334,4
3.0127,96.4008,4.8
3.8028,96.985,3.9
-1.2816,100.7347,4.2
4.3331,95.3305,4
3.9693,96.7441,5
4.923,95.5497,4.9
2.6521,96.0139,4.7
4.9641,95.6259,4.6
2.7156,95.6501,4.8
2.2333,94.9846,6
2.2268,95.0494,5.1
2.2292,95.1391,4.9
2.2959,95.0906,4.2
4.2364,97.041,4.8
2.7888,95.6629,4.4
2.2866,95.0263,4.5
3.1114,95.1077,4.4
2.282,95.1795,5
2.728,95.9945,4.5
3.9514,95.5722,4.3
4.746,95.123,6
5.03,96.6129,3.5
2.1898,94.9988,4.7
2.6258,97.1735,4.3
3.9792,95.7752,4.7
2.1648,95.0343,4.3
2.5155,99.5074,4.1
4.421,96.2419,4.6
2.8445,95.4834,4.9
1.9507,99.4221,3.4
-5.3155,104.3665,3.7
-5.9413,103.1653,3.8
-4.7916,102.8627,4.5
2.4385,95.7131,3.7
4.6187,95.6727,3.5
5.2097,95.2521,3.7
-5.4798,103.7261,3.8
2.2539,95.1357,4.7
2.3305,95.1428,4.4
2.7278,96.1211,4.2
2.3726,96.0516,4.5
3.9738,95.5284,4.3
-0.1551,98.7532,5.8
-2.0534,99.6153,3.4
2.6414,95.186,4.1
1.2298,98.093,4
4.6802,95.1846,5.7
1.2417,98.622,3.7
2.7375,96.2643,4.5
2.4276,95.8803,4.2
2.4921,95.9429,4.6
2.3722,96.075,3.6
4.777,96.1794,4.5
4.6579,95.0998,4.7
4.4189,96.3962,4.6
-5.6345,101.6307,5.1
2.3198,95.2528,4.9
4.7132,95.2515,4.2
1.4691,98.9576,4.6
2.21,95.9443,3.6
0.827,98.348,4.2
2.2063,95.1565,4.9
-5.1901,104.1407,3.7
3.8339,95.985,4.5
-1.3089,99.2624,4.3
2.6313,97.947,3.5
5.4249,95.5649,3.1
2.7665,95.9097,4.3
-1.3205,99.2983,4.6
2.888,95.4834,4.9
2.7485,95.3794,3.9
4.6477,95.1762,4.9
2.2832,95.128,3.4
2.7118,95.388,3.6
2.9249,95.6947,5.6
2.761,95.4786,4.8
4.5568,96.7472,3.6
2.7096,95.899,4.7
3.2584,97.9623,4.8
2.6146,95.5882,4.8
2.9018,95.5998,6.7
2.9197,95.7878,4.8
3.2392,95.2555,4.3
2.8848,95.4921,4.8
2.5526,95.7524,4
2.4346,95.7342,4.4
3.377,96.4056,3.2
2.629,95.5999,4.4
3.2785,96.4685,4.5
2.6446,95.7157,4.4
-5.0581,100.9381,4.7
1.8505,97.0639,3.5
2.5845,95.768,3.8
2.2652,95.0496,3.6
2.2284,95.0891,4.3
-2.7332,104.2137,3.4
-5.5849,101.5588,5
3.0839,95.7193,4.8
0.2348,98.3683,4.1
0.818,98.7616,4.7
-5.5907,101.568,5.1
-5.6575,101.7546,4.7
-4.9379,102.6115,4.7
2.5398,98.0513,3.5
3.8028,96.975,4.6
3.6207,95.6152,3.2
2.4681,95.9727,4.7
-4.6616,101.6801,4.3
4.6085,96.7057,4.5
4.7716,95.2131,4.4
-6.0008,103.8778,4.5
2.2877,95.0926,4.8
2.2518,95.1949,4.6
4.7536,95.0226,4.4
2.7224,95.4818,4.7
4.4314,95.3191,4.4
3.3318,96.4163,4.6
-1.5842,96.9271,4.1
4.777,96.0818,4.6
4.1505,95.9468,3.3
0.7121,100.0293,4.5
3.841,95.7933,4
2.5949,95.9455,4.9
-4.9703,105.875,3.9
2.7566,95.6198,4.5
1.7075,96.4631,3.7
-5.6116,102.7943,5.5
-5.4846,103.0438,3.8
-5.2954,103.5181,3.5
-4.2866,102.0255,4.3
2.6893,95.4535,3.8
4.0407,95.4547,3.6
4.0419,95.7227,4.1
3.6945,96.2642,3.5
4.8314,95.0761,5.7
2.1326,98.8088,3.8
4.5453,98.261,3.3
5.3503,95.2054,4.3
3.981,95.6845,5.1
2.6512,95.7108,4.3
1.5719,97.8336,4.3
3.6128,95.4403,4.3
-4.9028,102.5034,3.4
2.5612,96.0729,4.6
2.5897,95.5085,4.2
4.951,95.0325,4.4
-1.5355,102.614,3.7
4.5776,95.8364,3.7
0.9236,97.6018,3.9
-0.3884,102.5134,4.3
2.9719,95.6325,4.6
4.705,97.5442,4.2
4.6879,94.9888,4.8
5.5498,95.5656,3.6
1.505,99.6362,3.9
-4.5885,104.7532,4.1
5.2506,95.6384,4.2
2.0429,97.1877,3.9
2.0964,97.1131,8.6
1.1552,97.0264,5.8
1.556,97.1322,5.4
1.7286,97.1901,5.3
0.4627,97.6987,5.2
0.9044,97.7952,4.7
0.9377,97.8301,4.7
0.9747,97.9055,5
2.3679,96.6421,5.4
-0.2702,97.7337,4.9
1.2325,97.4835,5.9
2.0832,96.5186,5.5
2.433,100.4731,4.3
2.7237,96.5279,4.5
2.5142,96.0376,4.2
0.8079,97.1563,4.2
1.4192,96.9989,4.3
0.611,97.884,4.2
2.3073,96.2483,5.1
1.7917,97.0588,4.7
3.9438,96.8887,4.4
2.0651,96.5079,5
3.8891,96.5208,4.7
0.9304,97.5982,5
0.8542,97.4195,5
1.0119,97.4357,4.8
2.5982,96.0624,3.7
0.9206,97.9446,4.3
1.2784,97.0347,4.5
0.235,97.7595,4.6
2.799,98.7685,5.2
1.7841,97.1553,5.3
1.6125,97.0978,5
3.5235,96.3701,4.2
2.1019,96.8991,4.7
1.0742,97.1334,4.7
2.4619,98.8152,4
1.1494,97.1516,4.8
2.3205,96.8016,4.6
1.7665,97.1523,4.7
3.6348,96.7704,4.9
0.9925,97.2368,4.6
1.0494,97.0565,4.1
2.1752,96.3078,4.8
1.6844,96.8663,4.8
1.1139,97.2671,3.9
1.8986,96.1168,4.8
0.1447,97.4808,4.3
0.7783,97.6251,4.1
0.9533,97.8869,5.4
1.2547,97.1779,4.6
2.4632,96.0076,4.6
1.007,97.2585,4.5
0.9057,97.6028,3.6
1.2732,97.1181,3.6
1.3228,97.1812,5
0.1418,97.8657,4.5
1.1671,97.0414,4.3
1.1116,97.338,4.4
1.297,97.0052,4.8
1.2934,97.1402,4.8
2.0208,96.638,4.5
1.9251,96.4129,4.3
1.5539,97.0213,4.5
1.9257,98.3909,3.9
0.927,97.8707,6.1
1.1925,97.309,4
0.3128,97.6348,4.4
1.3544,97.0757,4.8
1.1512,97.2088,3.6
0.5997,98.9117,3.6
3.0369,96.9553,4.5
2.7894,96.0682,5.4
2.3988,97.1624,5.2
0.8415,97.4225,4.6
0.7483,97.4271,4.4
0.6757,97.2844,4.5
2.9246,96.4354,4.2
1.0246,97.8699,5.8
0.9582,97.4409,4.7
0.8724,97.83,4.2
2.9129,99.1386,4.1
2.6056,98.84,3.7
3.0388,96.6994,4
5.0097,96.0099,4.7
-0.6483,97.3439,4.9
2.0556,96.7823,3.7
1.8072,99.1772,4.8
2.0503,97.2019,4.6
2.8637,97.8941,4.5
2.7113,96.9695,3.8
2.1028,96.7507,4.9
2.4928,96.2764,4.7
3.1587,98.4338,4
2.5152,96.84,5.1
1.6633,97.0812,4.7
-0.3012,97.6085,3.8
1.0304,97.5136,5.1
1.9486,96.9486,5.3
1.149,97.0575,4.1
2.0068,99.265,4.5
0.9494,97.1428,4.4
1.0453,97.9621,4.8
1.0139,97.9399,5.1
2.2267,97.2025,4
1.4974,97.0017,4.6
1.6563,97.1068,4.5
1.7485,97.1666,5.1
1.9686,96.8012,4.4
1.7159,99.2316,4.6
1.0541,97.0424,4.2
3.5972,97.4593,4
1.2738,99.6931,3.5
1.9016,97.4418,3.5
1.3709,97.1815,4.1
1.3549,97.6308,4.3
0.8996,97.3241,4.4
1.1966,97.1933,4.5
2.1289,96.8487,3.6
1.0107,97.2042,4.4
1.2892,97.2168,4.8
2.4404,97.1859,4.6
1.7631,99.1397,4.6
2.5598,95.9975,4.5
1.4285,97.0795,4.6
0.9573,97.913,4
-3.1932,98.8115,3.8
1.0489,97.2418,4.6
1.3096,97.0939,4.5
1.0512,97.6089,5
1.1,97.215,4.7
1.3268,97.2044,4.5
0.8882,97.0569,4
2.0004,97.2905,4.1
0.8738,97.8461,4.7
1.3697,97.2483,4.4
1.2307,97.1956,4.9
1.0453,97.2238,4.1
1.0616,97.1639,4.5
0.8807,97.8417,4.4
1.3178,97.1769,5
0.5522,98.0846,4
0.1323,97.3752,4
2.178,96.6716,4.2
1.4536,96.7172,4
2.083,96.759,4.7
1.6192,97.4024,4.4
4.0376,96.7802,4
3.331,96.6834,4.4
1.1797,97.0183,4.2
0.6161,97.5542,4.2
1.3741,97.3907,4.2
1.0404,97.4602,4.9
-0.7382,97.643,4.2
1.8503,97.9682,4.1
-1.3317,98.8023,3.8
2.7874,96.2077,4.1
1.3514,97.1195,4.3
0.148,97.0722,5.7
0.8638,97.3996,4.7
1.3045,97.1452,4.6
2.9057,96.4444,5.6
2.8882,96.4063,5.4
2.8079,96.3401,5
2.7737,96.2506,4.4
2.0008,96.6838,4.6
2.8506,95.9421,3.7
0.2203,97.2213,3.8
1.4251,96.6346,3.5
1.3333,97.2533,4.3
1.8767,97.0471,4.6
0.7238,97.4011,4.5
-0.1259,98.0303,3.4
0.8244,97.5222,4.3
3.0618,96.5762,4.6
-2.9501,97.9739,3.9
1.9722,96.6651,4
3.2167,96.833,4.6
0.3088,97.3632,4.5
1.5649,97.0492,3.8
3.0255,96.9045,4
0.9407,96.7545,4.8
0.2082,97.5059,3.7
1.6805,97.1508,5
0.1678,97.9662,4.8
1.1737,97.0841,4.6
2.8182,96.4462,4.1
1.5569,97.3478,4.2
1.5264,97.2635,4.3
1.6984,96.8946,3.8
1.6018,96.8425,4.3
0.2101,97.4911,3.7
1.9832,97.4233,3.5
2.477,96.5024,4.4
2.1182,96.4334,4.7
1.6892,99.2089,4.7
2.6944,98.6301,4.4
3.309,97.3712,3.4
1.9804,96.6796,4.2
1.8395,96.4758,4.2
1.8059,97.0871,4.5
2.0086,96.6951,3.7
-1.1993,99.0183,3.3
1.9179,97.1439,4.7
2.5329,98.4812,3.7
2.1345,96.748,3.6
0.8778,97.5365,4.6
1.018,97.5188,5.1
2.2918,96.1672,4.4
0.8444,97.3791,4.2
1.14,97.2068,4.7
1.0751,97.5103,4.1
1.8434,97.4455,4.6
0.4958,97.8274,4.6
0.7759,97.3911,4.4
1.4661,97.7917,3.7
5.0919,96.802,4.5
0.3384,97.7153,4.7
2.0646,96.5901,4.3
1.1722,97.141,4.4
1.4107,97.3841,3.6
1.1913,97.3065,3.7
2.6455,96.3737,4
1.0393,97.1265,4.7
2.8408,96.3553,4.7
2.2716,96.3958,4.7
1.2212,97.1676,4.4
1.3607,97.1077,4.9
1.3088,97.2052,3.6
1.4178,97.1842,4.5
0.3133,97.7617,3.7
1.3651,97.2476,4.5
2.0771,99.1161,3.6
0.7613,97.1389,3.6
1.5902,97.0629,5.2
1.2518,97.1489,5.3
3.2377,96.5523,4
1.2458,97.2039,5.2
1.9488,96.2666,3.5
1.0667,97.8436,3.7
0.9833,97.41,4.4
0.3471,96.7864,4.4
1.1919,97.3102,4.6
2.7586,96.2731,4
0.1857,97.1431,5.5
1.5331,97.2824,3.8
0.4027,97.8257,3.8
0.4545,97.1531,3.8
1.291,96.4931,3.5
1.2729,97.6887,3.4
1.212,97.3775,4
0.1843,98.0863,4.9
2.3182,96.9874,4.3
2.6454,96.6158,5.9
1.1838,97.1544,5.1
0.8931,97.5489,5
2.1331,96.6909,5.3
2.1138,96.7502,4.9
1.5416,98.8284,4.3
0.7816,97.3818,4.8
1.8919,97.1993,3.8
0.9803,97.1471,3.7
1.0737,96.8675,3.8
1.771,99.2347,4.3
1.0307,97.8984,4.2
1.127,97.1638,4.5
1.1058,97.1835,4.6
1.2667,97.1796,4.1
1.7858,99.1202,5.5
1.0056,97.4159,4.8
2.0135,96.4642,4.3
1.3454,97.2818,3.8
1.1589,98.2287,3.4
1.6948,96.9046,3.7
1.4342,96.8206,3.9
1.3488,97.2928,3.7
0.1689,97.8099,4.2
1.3067,98.6679,3.5
0.6883,97.4722,3.7
1.0757,97.2107,4.3
3.4944,96.9992,3.7
2.4607,95.7237,3.8
1.0191,97.4898,3.8
1.0203,97.218,4.4
1.0694,97.0938,3.9
2.8536,96.367,4.5
1.271,97.2268,4.6
-0.8339,96.96,3.8
0.5702,99.8149,3.9
2.7674,95.7487,3.9
0.6439,97.882,3.6
0.4557,98.3859,3.7
1.7024,97.9846,3.8
1.1209,97.541,3.8
3.5265,100.1148,3.6
0.9145,97.7451,4
1.0569,97.9326,3.5
0.7714,97.5767,4.5
1.5187,97.404,4.6
1.0194,97.2961,4.4
1.6099,97.6926,4.5
2.7803,96.2761,4.3
1.0809,97.404,3.9
2.8335,96.4482,3.7
0.5438,96.9693,3.7
2.5749,96.8736,4
0.8524,96.9884,3.8
0.7512,97.1883,3.8
0.4537,97.2716,4.3
1.5984,97.5886,4.5
1.8206,97.0022,3.8
1.8752,96.976,5
0.0727,97.1458,4.6
1.3119,97.214,5
2.7438,96.3287,3.5
1.2895,97.1879,4.4
1.1252,97.2895,5.2
2.6463,96.4341,3.5
1.1243,97.2648,4.3
0.995,97.1365,4.6
0.9384,97.4577,4.6
1.1836,97.2221,4.4
3.6738,98.7716,3.9
1.3196,97.1574,4.4
1.3297,97.1813,4.6
0.9406,97.8145,4.7
1.7739,99.167,4.3
1.1755,97.2817,4.5
1.3732,97.7183,3.6
1.9056,97.7403,3.3
1.7395,99.0584,4.4
3.4806,95.6762,3.6
2.2384,96.5158,5.2
2.9211,98.4632,3.5
0.846,97.4583,4.5
1.4288,97.1065,4.4
1.6273,97.8366,3.5
2.8203,96.4545,3.3
2.06,96.64,4.8
1.2577,97.676,3.5
4.3254,96.9981,3.4
1.2782,97.5164,3.5
0.8193,98.4909,3.6
1.1997,97.3234,3.8
1.4481,97.3473,3.9
1.4879,97.7122,3.5
2.7319,96.3147,4.2
2.312,97.0008,3.4
1.0803,97.3996,4.6
1.3074,95.3818,3.4
1.3881,97.6328,3.4
-0.1515,100.5182,4
0.8268,97.1217,3.6
1.275,97.5813,3.6
1.5472,97.2224,3.6
1.4651,97.3285,4.4
1.9503,96.5324,4.7
1.0974,97.3257,4.2
2.2441,96.5416,3.6
1.2299,98.3935,3.7
2.3149,96.2333,4.4
3.9996,97.641,3.7
1.1605,97.131,4.3
2.7339,97.3987,3.5
1.174,96.4658,4.1
0.8161,97.3734,4.2
-1.8339,97.6987,3.6
1.0658,97.1899,4.6
2.4638,96.0533,5.1
1.3136,97.1085,4.7
1.3337,97.1483,5
2.9578,96.5216,3.4
1.7939,96.9394,4.4
2.3148,96.0592,4.5
0.87,97.449,4.8
2.6967,96.4318,4.4
2.639,96.5635,3.4
3.2842,97.5945,3.6
0.7139,97.5165,4
1.0848,97.2653,3.2
1.4729,97.5831,4.4
2.8677,96.4051,4.8
1.2688,97.1933,4.5
2.6623,95.9535,4.1
1.0287,98.2592,3.4
1.0344,97.109,4.4
0.073,97.1194,4.5
0.839,97.3217,4.7
2.7516,95.706,3.4
1.7871,97.7898,4.9
2.8993,97.4624,3.4
1.269,97.1669,4.2
1.5488,95.2679,3.6
2.8675,97.3747,4.4
1.7109,97.7643,3.3
0.9571,97.3272,4.3
2.8103,96.3666,3.8
1.8397,97.8356,3.6
2.557,97.0391,4.7
0.7654,97.3483,4.1
0.7739,97.3213,4.5
1.148,97.1731,4.7
1.3094,97.2181,4.9
1.4182,97.1985,4.4
1.5859,97.0057,3.6
1.9678,96.7806,4.4
-0.8546,97.7774,4.7
2.3968,96.7297,4.9
1.2644,97.2351,4.3
1.7539,99.008,3.9
-3.8128,98.311,3.8
1.1123,97.1321,4.2
0.8759,97.8396,5
3.1667,99.0116,3.8
2.27,96.4749,3.7
2.2258,96.7466,4
1.9789,96.5052,4.1
1.6712,99.0502,4.5
1.3227,97.1672,4.5
0.9256,97.3651,4.2
2.8585,96.5223,3.6
0.9929,98.0263,3.5
2.4554,96.2573,3.6
2.4191,96.2333,4.4
1.5163,97.3168,3.4
1.3966,97.1891,4.4
2.3674,96.3313,4.4
0.2771,97.8041,3.6
0.6812,98.2367,3.5
2.8345,96.3794,3.5
0.6125,97.3485,4.2
2.3198,97.2999,5.1
1.1183,97.902,3.5
0.9776,97.3923,4.3
2.2982,98.0736,4
2.104,97.68,4.2
3.4744,97.3212,4.1
1.3499,97.2675,4.2
1.8241,96.6982,4.1
1.4026,97.1378,4.3
1.1572,97.5493,3
-1.8473,98.5414,3.7
1.6241,97.7095,4.6
1.61,99.1188,4.1
1.6205,99.1104,4.3
1.0028,96.9029,3.5
1.474,97.5879,3.4
0.7351,97.7367,3.5
1.6497,97.1197,4.2
2.8801,96.8461,3.5
2.6374,96.4586,3.8
3.1154,96.7291,4.1
2.3972,96.1813,3.7
1.3584,97.1247,4.5
2.2573,97.0895,4.5
2.232,96.3422,4.7
1.5175,96.3994,4.4
2.7169,97.7927,3.3
3.2466,96.7562,3.9
1.2146,97.0933,4.3
1.0733,97.3302,4.9
2.3187,96.3281,4.8
2.953,96.3035,4.2
1.2292,97.1517,4.6
1.1032,97.1672,4.6
1.7724,97.1345,5.5
2.8529,96.2258,4.5
1.3471,97.108,4.8
1.6738,96.8896,4.5
1.1894,97.1682,4.8
4.6904,96.4691,4.1
1.7337,98.9832,4.4
1.6102,98.0119,3.7
0.8707,98.0038,3.9
1.3799,97.2985,3.7
2.0871,96.5232,4.4
1.2694,97.1353,4.7
1.2977,97.1988,4.7
1.4564,96.8789,3.8
0.9644,97.8877,4.6
2.9263,96.238,4.5
0.6133,97.5774,4.8
2.0324,96.7002,3.7
0.8117,97.776,3.6
0.5099,97.0982,3.7
0.9034,97.3942,4.5
1.0856,97.3619,4.5
1.0027,97.29,3.9
0.9055,97.8872,3.7
1.9175,96.929,4.3
1.4101,97.5796,3.7
1.4778,97.2139,4.5
2.9009,96.3142,3.6
1.0078,97.2526,4.5
0.2044,96.8981,4
1.0518,97.3802,4.5
1.0846,97.8989,3.7
0.8775,97.1244,4.1
0.1506,97.8798,3.7
2.2536,99.1953,3.5
