EventID , Time , Latitude , Longitude , Depth/km , Author , Catalog , Contributor , ContributorID , MagType , Magnitude , MagAuthor , EventLocationName,,,,,,
1939706,2005-04-02T02:09:41,1.3125,97.4073,53.4,ISC,ISC,ISC,8296574,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1939778,2005-04-02T02:24:24,-0.021,97.4377,0,IDC,ISC,ISC,8296575,mb,3.7,IDC,SOUTHWEST OF SUMATRA,,,,,,
1939871,2005-04-02T02:58:32,1.2622,97.2279,38.9,ISC,ISC,ISC,7489149,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1939890,2005-04-02T03:05:31,2.7408,96.3649,30,ISC,ISC,ISC,8296576,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1939916,2005-04-02T03:09:37,1.1498,97.1573,30,ISC,ISC,ISC,8296577,mb,3.8,NEIC,NORTHERN SUMATRA,,,,,,
1939953,2005-04-02T03:23:14,-0.0171,97.5777,0,IDC,ISC,ISC,8296579,mb,3.7,IDC,SOUTHWEST OF SUMATRA,,,,,,
1940002,2005-04-02T03:37:22,0.799,97.442,26.5,ISC,ISC,ISC,7489152,MW,4.9,HRVD,NORTHERN SUMATRA,,,,,,
1940027,2005-04-02T03:39:04,-1.7048,99.8832,33,ISC,ISC,ISC,7489155,MW,4.8,HRVD,SOUTHERN SUMATRA,,,,,,
1940155,2005-04-02T04:23:15,-1.7207,99.9367,39.7,ISC,ISC,ISC,8296581,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
1940178,2005-04-02T04:25:12,0.8636,97.5978,36.9,ISC,ISC,ISC,7489168,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1940388,2005-04-02T05:15:26,0.8813,97.3055,30,ISC,ISC,ISC,8296583,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1940404,2005-04-02T05:19:01,-0.1882,96.997,30,ISC,ISC,ISC,8296584,mb,4.6,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1940514,2005-04-02T05:43:15,1.1347,97.2401,30,ISC,ISC,ISC,7489183,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1940570,2005-04-02T05:55:03,2.1757,96.2042,24.5,ISC,ISC,ISC,7489188,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1940586,2005-04-02T06:05:37,0.9867,97.4039,0,IDC,ISC,ISC,8296586,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1940762,2005-04-02T06:47:27,1.5814,97.5355,30,ISC,ISC,ISC,8296587,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1940818,2005-04-02T06:57:52,0.1114,98.0661,33,ISC,ISC,ISC,7489195,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1940867,2005-04-02T07:09:20,1.0452,97.1835,22.4,ISC,ISC,ISC,7489209,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1940932,2005-04-02T07:21:57,1.1344,97.5947,0,IDC,ISC,ISC,8296608,mb,4,IDC,NORTHERN SUMATRA,,,,,,
1941236,2005-04-02T08:32:49,1.2244,97.0503,23.4,ISC,ISC,ISC,8296612,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1941407,2005-04-02T09:11:45,-0.2006,97.3336,0,IDC,ISC,ISC,8296617,mb,4,IDC,SOUTHWEST OF SUMATRA,,,,,,
1941447,2005-04-02T09:24:11,-2.1042,99.422,33,ISC,ISC,ISC,8296619,mb,4.2,NEIC,SOUTHERN SUMATRA,,,,,,
1941474,2005-04-02T09:28:15,1.3405,97.2633,30,ISC,ISC,ISC,7489239,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1941483,2005-04-02T09:33:29,1.2006,96.9102,0,IDC,ISC,ISC,8296620,mb,3.9,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1941488,2005-04-02T09:39:22,-1.4386,100.1838,0,IDC,ISC,ISC,8296621,mb,3.7,IDC,SOUTHERN SUMATRA,,,,,,
1941493,2005-04-02T09:42:57,-1.858,99.7077,0,IDC,ISC,ISC,8296622,mb,3.8,IDC,SOUTHERN SUMATRA,,,,,,
1941576,2005-04-02T10:03:04,1.4674,97.4281,0,IDC,ISC,ISC,8296623,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1941594,2005-04-02T10:09:25,0.4137,98.1332,0,IDC,ISC,ISC,8296624,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1941606,2005-04-02T10:09:49,0.3311,97.9609,0,IDC,ISC,ISC,8296625,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1941778,2005-04-02T11:02:00,1.1764,97.6468,30,ISC,ISC,ISC,8296626,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1941894,2005-04-02T11:23:47,-0.0574,96.5799,0,IDC,ISC,ISC,8296628,mb,4,IDC,SOUTHWEST OF SUMATRA,,,,,,
1941898,2005-04-02T11:25:50,1.2143,97.4998,0,IDC,ISC,ISC,8296629,mb,4,IDC,NORTHERN SUMATRA,,,,,,
1941952,2005-04-02T11:38:29,0.0968,97.7759,25.4,ISC,ISC,ISC,7489251,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1942002,2005-04-02T11:49:13,1.9325,96.6729,26.9,ISC,ISC,ISC,7489252,mb,4.4,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1942574,2005-04-02T13:44:30,2.3456,96.9057,0,IDC,ISC,ISC,8296637,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1942688,2005-04-02T14:09:56,1.3442,97.2176,22.7,ISC,ISC,ISC,7489288,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1942743,2005-04-02T14:21:40,0.8839,97.6008,35.8,ISC,ISC,ISC,7489292,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1942907,2005-04-02T14:59:20,1.4399,97.5407,33,ISC,ISC,ISC,8296641,mb,3.5,ISC,NORTHERN SUMATRA,,,,,,
1942939,2005-04-02T15:03:43,2.6527,95.8241,30,ISC,ISC,ISC,8296642,mb,4.4,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1942953,2005-04-02T15:09:16,0.6309,96.6634,0,IDC,ISC,ISC,8296643,mb,3.8,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1942995,2005-04-02T15:21:16,-0.4217,96.9582,26.6,ISC,ISC,ISC,7489298,MW,5,HRVD,SOUTHWEST OF SUMATRA,,,,,,
1943009,2005-04-02T15:23:14,-0.7831,96.1463,0,IDC,ISC,ISC,8296645,mb,4.1,IDC,SOUTHWEST OF SUMATRA,,,,,,
1943097,2005-04-02T15:41:42,-0.1061,96.9329,28.4,IDC,ISC,ISC,8296647,mb,3.5,IDC,SOUTHWEST OF SUMATRA,,,,,,
1943140,2005-04-02T16:04:41,-0.6937,96.4738,0,IDC,ISC,ISC,8296648,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1943220,2005-04-02T16:24:11,2.8353,96.4038,26.8,ISC,ISC,ISC,7489309,MW,5,HRVD,NORTHERN SUMATRA,,,,,,
1943395,2005-04-02T16:50:49,1.25,97.3408,56.8,ISC,ISC,ISC,7489318,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1943468,2005-04-02T17:07:05,2.7811,96.5964,48.3,ISC,ISC,ISC,7489331,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1943623,2005-04-02T17:40:47,2.5226,95.8216,22,ISC,ISC,ISC,7489337,mb,4.5,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1943629,2005-04-02T17:43:32,1.7277,96.1212,0,IDC,ISC,ISC,8296652,mb,3.7,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1943706,2005-04-02T18:07:07,0.0527,96.5194,0,IDC,ISC,ISC,8296653,mb,3.8,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1943770,2005-04-02T18:23:58,1.4676,97.0377,26.9,ISC,ISC,ISC,8163095,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1943843,2005-04-02T18:42:35,0.4924,98.2061,0,IDC,ISC,ISC,8296654,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1943872,2005-04-02T18:45:20,0.6777,96.9733,26.5,ISC,ISC,ISC,7489347,mb,4.8,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1944042,2005-04-02T19:16:10,2.3293,96.8141,29.3,IDC,ISC,ISC,8296656,mb,3.6,IDC,NORTHERN SUMATRA,,,,,,
1944056,2005-04-02T19:17:27,0.8422,97.5417,27.4,ISC,ISC,ISC,7489353,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1944078,2005-04-02T19:20:42,2.9565,96.3662,30,ISC,ISC,ISC,7489355,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1944152,2005-04-02T19:42:13,0.369,97.7997,0,IDC,ISC,ISC,8296658,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1944316,2005-04-02T20:13:59,2.689,96.2165,30,ISC,ISC,ISC,8296662,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1944393,2005-04-02T20:30:54,1.4677,97.0501,26.5,ISC,ISC,ISC,7489366,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1944587,2005-04-02T21:26:05,-0.8621,97.3589,0,IDC,ISC,ISC,8296668,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1944629,2005-04-02T21:31:46,1.403,97.3455,30,ISC,ISC,ISC,7489395,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1944985,2005-04-02T23:10:42,2.8529,96.3052,26.4,ISC,ISC,ISC,7489408,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1945151,2005-04-02T23:52:16,1.3835,97.0137,24.4,IDC,ISC,ISC,8296672,mb,3.8,IDC,NORTHERN SUMATRA,,,,,,
1945155,2005-04-02T23:52:49,-0.0836,96.0174,0,IDC,ISC,ISC,8296673,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1945379,2005-04-03T00:51:55,0.9991,97.1685,23.3,ISC,ISC,ISC,7489432,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1945425,2005-04-03T00:59:20,0.3887,98.3392,37.9,ISC,ISC,ISC,7489435,MW,6,HRVD,NORTHERN SUMATRA,,,,,,
1945569,2005-04-03T01:53:23,1.4549,97.5773,0,IDC,ISC,ISC,8300993,mb,3.4,IDC,NORTHERN SUMATRA,,,,,,
1945604,2005-04-03T02:00:37,1.8563,99.4834,30,ISC,ISC,ISC,8300994,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1945684,2005-04-03T02:23:41,1.072,96.7711,0,IDC,ISC,ISC,8300997,mb,3.7,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1945740,2005-04-03T02:43:28,0.7608,97.3245,30,ISC,ISC,ISC,8301000,mb,3.9,NEIC,NORTHERN SUMATRA,,,,,,
1945766,2005-04-03T02:55:37,1.9905,96.5225,0,IDC,ISC,ISC,8301001,mb,3.7,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1945834,2005-04-03T03:10:56,2.0038,97.965,46.6,ISC,ISC,ISC,7489453,MW,6.2,HRVD,NORTHERN SUMATRA,,,,,,
1946014,2005-04-03T04:06:44,2.3951,96.2536,26.1,ISC,ISC,ISC,7489468,mb,4.9,NEIC,NORTHERN SUMATRA,,,,,,
1946245,2005-04-03T05:15:36,0.7864,97.3748,33,ISC,ISC,ISC,7489477,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1946258,2005-04-03T05:17:39,0.2764,96.5425,33,ISC,ISC,ISC,7489479,mb,4.5,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1946271,2005-04-03T05:18:15,0.0701,96.6444,33,ISC,ISC,ISC,8301010,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1946286,2005-04-03T05:25:40,1.8624,98.5138,0,IDC,ISC,ISC,8301011,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1946416,2005-04-03T06:26:42,2.4841,97.4913,0,IDC,ISC,ISC,8301014,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1946495,2005-04-03T06:55:57,2.2564,96.3611,44.1,ISC,ISC,ISC,7489494,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1946544,2005-04-03T07:09:14,0.2616,97.6583,30,ISC,ISC,ISC,8301016,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1946574,2005-04-03T07:15:11,0.8495,97.4279,43,ISC,ISC,ISC,7489496,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1946624,2005-04-03T07:28:49,1.2681,97.0308,10.3,ISC,ISC,ISC,7489501,mb,4.9,NEIC,NORTHERN SUMATRA,,,,,,
1946657,2005-04-03T07:43:11,0.5975,96.4584,0,IDC,ISC,ISC,8301018,mb,3.8,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1946794,2005-04-03T08:06:27,1.255,97.2827,33,ISC,ISC,ISC,7489528,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1946824,2005-04-03T08:16:08,1.8283,96.2299,30,ISC,ISC,ISC,8301019,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1946865,2005-04-03T08:25:33,0.4484,96.9876,0,IDC,ISC,ISC,8301021,mb,3.7,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1947204,2005-04-03T09:04:28,1.1361,97.1698,33,ISC,ISC,ISC,7489537,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1947297,2005-04-03T09:16:56,0.2552,97.1933,30,ISC,ISC,ISC,8301025,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1947632,2005-04-03T09:50:50,1.3495,97.4981,0,IDC,ISC,ISC,8301029,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1947776,2005-04-03T10:20:46,1.1715,97.1479,25,ISC,ISC,ISC,7489543,MW,5,HRVD,NORTHERN SUMATRA,,,,,,
1947994,2005-04-03T11:12:36,2.5386,96.0423,30,ISC,ISC,ISC,7489546,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1948022,2005-04-03T11:16:44,2.7486,95.8516,29,ISC,ISC,ISC,7489547,MW,5,HRVD,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1948077,2005-04-03T11:45:04,2.7472,96.4919,0,IDC,ISC,ISC,8301036,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1948190,2005-04-03T12:10:50,0.3016,97.1451,30,ISC,ISC,ISC,8301039,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1948235,2005-04-03T12:21:18,2.9768,96.3157,32,ISC,ISC,ISC,7489559,MW,5.1,HRVD,NORTHERN SUMATRA,,,,,,
1948250,2005-04-03T12:28:51,2.9064,96.3743,0,IDC,ISC,ISC,8301041,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1948423,2005-04-03T13:08:59,0.8146,97.656,30,ISC,ISC,ISC,8301047,mb,4,NEIC,NORTHERN SUMATRA,,,,,,
1948497,2005-04-03T13:17:29,0.8064,97.4145,33,ISC,ISC,ISC,7489567,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1948531,2005-04-03T13:26:13,2.9008,96.4127,0,IDC,ISC,ISC,8301048,mb,3.4,IDC,NORTHERN SUMATRA,,,,,,
1948564,2005-04-03T13:40:15,1.1169,97.1934,33,ISC,ISC,ISC,7489569,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1948581,2005-04-03T13:43:27,1.3206,99.2093,0,IDC,ISC,ISC,8301049,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1948622,2005-04-03T13:55:24,1.9948,96.9872,0,IDC,ISC,ISC,8301050,mb,3.4,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1948725,2005-04-03T14:18:16,2.6003,97.274,30,ISC,ISC,ISC,8301053,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1948855,2005-04-03T15:00:32,2.4078,96.3676,0,IDC,ISC,ISC,8301058,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1948884,2005-04-03T15:08:13,1.5334,97.5383,0,IDC,ISC,ISC,8301059,mb,3.6,IDC,NORTHERN SUMATRA,,,,,,
1948927,2005-04-03T15:16:22,3.4808,95.8885,30,ISC,ISC,ISC,8301060,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1948969,2005-04-03T15:34:10,0.2642,97.1895,30,ISC,ISC,ISC,8301062,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1948978,2005-04-03T15:38:21,1.0622,97.6458,0,IDC,ISC,ISC,8301063,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1948993,2005-04-03T15:46:02,0.7367,97.262,0,IDC,ISC,ISC,8301064,mb,3.6,IDC,NORTHERN SUMATRA,,,,,,
1948995,2005-04-03T15:47:41,-0.3365,96.8456,0,IDC,ISC,ISC,8301065,mb,3.7,IDC,SOUTHWEST OF SUMATRA,,,,,,
1949120,2005-04-03T16:10:15,2.6148,97.2766,25.8,ISC,ISC,ISC,7489592,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1949135,2005-04-03T16:14:25,3.0447,96.6317,0,IDC,ISC,ISC,8301067,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1949155,2005-04-03T16:20:44,0.9224,97.8827,0,IDC,ISC,ISC,7489595,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1949172,2005-04-03T16:21:49,2.1932,96.2809,27.1,ISC,ISC,ISC,8301068,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1949230,2005-04-03T16:27:46,1.2467,97.1104,30,ISC,ISC,ISC,8301069,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1949279,2005-04-03T16:39:01,2.891,96.3294,27.4,ISC,ISC,ISC,7489598,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1949306,2005-04-03T16:44:10,2.3847,96.6773,0,IDC,ISC,ISC,8301070,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1949386,2005-04-03T17:06:00,-0.3006,97.0247,0,IDC,ISC,ISC,8301071,mb,3.6,IDC,SOUTHWEST OF SUMATRA,,,,,,
1949417,2005-04-03T17:11:24,1.0742,97.2776,25.4,ISC,ISC,ISC,7489610,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1949599,2005-04-03T18:16:46,0.2714,97.6018,25.7,ISC,ISC,ISC,8301088,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1949728,2005-04-03T18:53:59,0.1406,97.5998,0,IDC,ISC,ISC,8301090,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1949793,2005-04-03T19:25:42,1.3425,97.2024,23.1,ISC,ISC,ISC,7489628,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1950039,2005-04-03T20:20:18,2.8028,96.2693,33,ISC,ISC,ISC,7489633,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1950064,2005-04-03T20:23:06,2.0546,96.7532,35.5,ISC,ISC,ISC,7489634,mb,4.6,NEIC,NORTHERN SUMATRA,,,,,,
1950084,2005-04-03T20:23:27,2.0717,96.7513,27.3,ISC,ISC,ISC,7489636,MW,4.8,HRVD,NORTHERN SUMATRA,,,,,,
1950101,2005-04-03T20:29:49,2.8006,96.1951,46.3,ISC,ISC,ISC,8301094,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1950173,2005-04-03T20:53:25,-0.0694,97.9207,33,ISC,ISC,ISC,8301095,mb,4.3,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1950198,2005-04-03T20:57:58,2.9063,96.2804,48,ISC,ISC,ISC,7489642,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1950259,2005-04-03T21:30:21,0.8548,97.7814,0,IDC,ISC,ISC,8301097,mb,3.7,IDC,NORTHERN SUMATRA,,,,,,
1950378,2005-04-03T21:59:20,-0.1488,96.4765,0,IDC,ISC,ISC,8301100,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1950390,2005-04-03T21:59:24,-0.9528,96.9201,33,ISC,ISC,ISC,8301101,mb,4.2,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1950419,2005-04-03T22:01:34,-0.2828,96.9699,27.1,ISC,ISC,ISC,7489650,mb,4.3,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1950422,2005-04-03T22:04:12,-0.2695,96.9841,0,IDC,ISC,ISC,8301103,mb,4.1,IDC,SOUTHWEST OF SUMATRA,,,,,,
1950433,2005-04-03T22:10:34,-0.3641,96.8581,0,IDC,ISC,ISC,8301104,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1950461,2005-04-03T22:13:55,1.9658,96.6638,30,ISC,ISC,ISC,8301105,mb,4.1,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950487,2005-04-03T22:17:31,1.7264,96.5001,0,IDC,ISC,ISC,8301106,mb,3.8,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950541,2005-04-03T22:24:08,1.0817,97.3935,44.8,ISC,ISC,ISC,7489654,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1950564,2005-04-03T22:31:50,1.0382,97.4202,26.2,ISC,ISC,ISC,7489657,MW,4.7,HRVD,NORTHERN SUMATRA,,,,,,
1950580,2005-04-03T22:37:06,1.9841,95.9756,0,IDC,ISC,ISC,8301107,mb,3.6,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950588,2005-04-03T22:40:49,0.1296,96.1391,0,IDC,ISC,ISC,8301109,mb,4,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950608,2005-04-03T22:44:15,1.3276,97.2745,46.9,ISC,ISC,ISC,7489660,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1950625,2005-04-03T22:46:04,-0.2613,96.9647,33,ISC,ISC,ISC,8301110,mb,4.2,NEIC,SOUTHWEST OF SUMATRA,,,,,,
1950670,2005-04-03T22:55:59,2.9638,95.4084,30,ISC,ISC,ISC,8301111,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950681,2005-04-03T22:59:02,1.3388,97.5754,0,IDC,ISC,ISC,8301112,mb,4,IDC,NORTHERN SUMATRA,,,,,,
1950701,2005-04-03T23:07:11,1.9779,96.7487,33,ISC,ISC,ISC,7489668,mb,4.3,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950754,2005-04-03T23:30:16,1.9187,96.7415,30,ISC,ISC,ISC,8301113,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1950840,2005-04-03T23:59:09,1.8577,97.7548,33,ISC,ISC,ISC,7489673,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1950887,2005-04-04T00:08:44,1.9108,97.1499,33,ISC,ISC,ISC,8301128,mb,4,NEIC,NORTHERN SUMATRA,,,,,,
1951065,2005-04-04T00:54:59,0.7503,97.453,26,ISC,ISC,ISC,7489694,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1951128,2005-04-04T01:16:22,2.6474,96.0002,30,ISC,ISC,ISC,8301131,mb,4.1,NEIC,NORTHERN SUMATRA,,,,,,
1951196,2005-04-04T01:45:18,0.3691,96.4644,33,ISC,ISC,ISC,8301134,mb,4.2,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1951289,2005-04-04T02:16:59,2.9611,96.0849,0,IDC,ISC,ISC,8301148,mb,3.8,IDC,NORTHERN SUMATRA,,,,,,
1951345,2005-04-04T02:31:09,0.8841,97.4031,30,ISC,ISC,ISC,8301149,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1951371,2005-04-04T02:36:12,1.8985,96.7513,0,IDC,ISC,ISC,8301150,mb,3.9,IDC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1951478,2005-04-04T03:05:46,0.846,97.4018,30,ISC,ISC,ISC,7489747,mb,4.3,NEIC,NORTHERN SUMATRA,,,,,,
1951526,2005-04-04T03:38:20,0.2278,97.5603,0,IDC,ISC,ISC,8301151,mb,3.8,IDC,NORTHERN SUMATRA,,,,,,
1951576,2005-04-04T04:00:55,0.1744,96.975,33,ISC,ISC,ISC,8301153,mb,4.3,NEIC,OFF W COAST OF NORTHERN SUMATRA,,,,,,
1951617,2005-04-04T04:26:48,2.7474,96.3618,28.6,ISC,ISC,ISC,7489768,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1951650,2005-04-04T04:33:45,1.5979,97.9286,32.1,ISC,ISC,ISC,7489773,MW,5.6,HRVD,NORTHERN SUMATRA,,,,,,
1951754,2005-04-04T05:06:04,-0.3898,96.9539,0,IDC,ISC,ISC,8301155,mb,3.9,IDC,SOUTHWEST OF SUMATRA,,,,,,
1951840,2005-04-04T05:40:36,1.1704,97.1313,30,ISC,ISC,ISC,8301158,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1951915,2005-04-04T06:08:46,1.4294,97.8705,0,IDC,ISC,ISC,8301159,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1951921,2005-04-04T06:11:51,0.2674,97.0975,33,ISC,ISC,ISC,8301160,mb,4.4,NEIC,NORTHERN SUMATRA,,,,,,
1952019,2005-04-04T06:49:52,1.7913,97.6309,30,ISC,ISC,ISC,8301162,mb,3.9,ISC,NORTHERN SUMATRA,,,,,,
1952088,2005-04-04T07:04:42,1.3579,97.2091,33,ISC,ISC,ISC,7489847,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1952151,2005-04-04T07:28:10,2.5656,96.8373,0,IDC,ISC,ISC,8301164,mb,3.9,IDC,NORTHERN SUMATRA,,,,,,
1952257,2005-04-04T08:04:58,0.8519,97.374,31.2,ISC,ISC,ISC,7489868,mb,4.7,NEIC,NORTHERN SUMATRA,,,,,,
1952266,2005-04-04T08:07:58,1.0621,97.4055,0,IDC,ISC,ISC,8301168,mb,3.8,IDC,NORTHERN SUMATRA,,,,,,
1952350,2005-04-04T08:33:59,1.1437,97.1213,21.2,ISC,ISC,ISC,8301171,mb,4.2,NEIC,NORTHERN SUMATRA,,,,,,
1952499,2005-04-04T09:22:15,0.3597,97.5637,0,IDC,ISC,ISC,8301173,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1952583,2005-04-04T09:43:05,2.8374,96.6543,39.5,ISC,ISC,ISC,7489891,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1952604,2005-04-04T09:44:38,0.8682,97.3997,33,ISC,ISC,ISC,7489892,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1952744,2005-04-04T10:23:45,0.3337,97.2824,32.6,ISC,ISC,ISC,8301178,mb,4.1,NEIC,NORTHERN SUMATRA,,,,,,
1952897,2005-04-04T11:05:36,1.2718,97.1819,24.3,ISC,ISC,ISC,7489928,MW,4.9,HRVD,NORTHERN SUMATRA,,,,,,
1952947,2005-04-04T11:13:23,1.647,97.0086,26.9,ISC,ISC,ISC,7489931,mb,4.5,NEIC,NORTHERN SUMATRA,,,,,,
1953024,2005-04-04T11:27:08,1.1723,97.1067,21.5,ISC,ISC,ISC,7489935,mb,4.8,NEIC,NORTHERN SUMATRA,,,,,,
1953128,2005-04-04T11:45:36,0.0967,97.1357,0,IDC,ISC,ISC,8301181,mb,3.5,IDC,NORTHERN SUMATRA,,,,,,
1953200,2005-04-04T12:03:47,0.9564,97.3832,30,ISC,ISC,ISC,8301184,mb,4.1,NEIC,NORTHERN SUMATRA,,,,,,
